department_id,department_name,ministry_id,ministry_name,jurisdiction,document_count,pdf_count,validated_pdf_count,failed_pdf_count,unavailable_pdf_count,last_updated
729,"Health and Family Welfare Department, Government of Tamil Nadu",85,NO MINISTRY,STATE,34,0,0,0,0,2026-08-19 21:27:42.248147
33,Department of Financial Services,2,Ministry of Finance,CENTRAL,1668,6,1,1,0,2026-08-19 21:27:46.416153
952,Department of Excise and Taxation,82,NO MINISTRY,STATE,236,3,1,0,0,2026-08-19 21:27:46.415575
692,"Industries Department, Government of Tamil Nadu",85,NO MINISTRY,STATE,54,0,0,0,0,2026-08-19 21:27:46.393316
446,Cane Development,88,NO MINISTRY,STATE,42,0,0,0,0,2026-08-19 21:27:46.329985
30,Department of Higher Education,9,Ministry of Education,CENTRAL,1273,0,0,0,0,2026-08-19 21:27:46.416153
631,"Forest, Ecology and Environment.",69,NO MINISTRY,UNION_TERRITORY,64,0,0,0,0,2026-08-19 21:27:46.172276
1083,Revenue & Forest Department,166,Govt of Maharashtra,STATE,1074,0,0,0,0,2026-08-19 21:27:46.414938
404,Law,72,NO MINISTRY,STATE,206,9,3,0,0,2026-08-19 21:27:46.394585
1514,CONFIDENTIAL(GOPAN),88,NO MINISTRY,STATE,68,6,2,0,0,2026-08-19 21:27:46.255451
856,General Administration Department,166,Govt of Maharashtra,STATE,219,3,1,0,0,2026-08-19 21:27:46.395244
471,Housing and Urban Planning,88,NO MINISTRY,STATE,257,0,0,0,0,2026-08-19 21:27:46.257461
28,Department of Food and Public Distribution,21,"Ministry of Consumer Affairs, Food and Public Distribution",CENTRAL,203,3,1,0,0,2026-08-19 21:27:46.271171
1409,Law Department,90,NO MINISTRY,STATE,1184,6,2,0,0,2026-08-19 21:27:46.414938
1123,Labour Skill Employment & Entrepreneurship Department,83,NO MINISTRY,STATE,93,3,1,0,0,2026-08-19 21:27:45.623634
9,Department of School Education and Literacy,9,Ministry of Education,CENTRAL,124,3,0,1,0,2026-08-19 21:27:46.286027
883,Department of Social Welfare & Women & Child Development,63,NO MINISTRY,UNION_TERRITORY,4,3,1,0,0,2026-08-19 21:27:38.389086
372,"Labour and Employment Department, Government of Tamil Nadu",85,NO MINISTRY,STATE,60,3,1,0,0,2026-08-19 21:27:46.271171
111,ANIMAL HUSBANDRY & DAIRYING DEPARTMENT,67,NO MINISTRY,STATE,74,6,2,0,0,2026-08-19 21:27:46.242210
597,Rural Development and Panchayat Raj Department,71,NO MINISTRY,STATE,33,3,1,0,0,2026-08-19 21:27:46.285522
470,Horticulture,88,NO MINISTRY,STATE,65,0,0,0,0,2026-08-19 21:27:46.101717
1230,DEPARTMENT OF AGRICULTURE DEVELOPMENT AND FARMER WELFARE AND BIO-TECHNOLOGY,61,State Government,STATE,57,3,1,0,0,2026-08-19 21:27:46.330919
817,Directorate of Economics and Statistics,64,NO MINISTRY,UNION_TERRITORY,15,0,0,0,0,2026-08-19 21:27:45.959704
337,"Department of Law,Justice and Parliamentary Affairs",69,NO MINISTRY,UNION_TERRITORY,85,0,0,0,0,2026-08-19 21:27:46.184984
1146,Transport Department,83,NO MINISTRY,STATE,51,0,0,0,0,2026-08-19 21:27:45.562115
203,Law,80,NO MINISTRY,STATE,191,3,1,0,0,2026-08-19 21:27:46.415575
445,Backward Welfare,88,NO MINISTRY,STATE,17,0,0,0,0,2026-08-19 21:27:42.803947
635,Horticulture,69,NO MINISTRY,UNION_TERRITORY,23,0,0,0,0,2026-08-19 21:27:46.184984
1554,Office of the Principal Chief Conservator of Forests &amp; HoFF,87,NO MINISTRY,STATE,22,0,0,0,0,2026-08-19 21:27:40.825640
482,Medical Health,88,NO MINISTRY,STATE,114,0,0,0,0,2026-08-19 21:27:46.328661
596,Revenue Department,71,NO MINISTRY,STATE,65,0,0,0,0,2026-08-19 21:27:46.144925
62,Department of Animal Husbandry and Dairying,23,Ministry of Agriculture and Farmers Welfare,CENTRAL,209,0,0,0,0,2026-08-19 21:27:46.395244
521,DEPARTMENT OF DRINKING WATER,89,NO MINISTRY,STATE,27,0,0,0,0,2026-08-19 21:27:46.156864
776,"Home, Prohibition and Excise Department, Government of Tamil Nadu",85,NO MINISTRY,STATE,116,0,0,0,0,2026-08-19 21:27:46.287274
701,"Revenue,Registration and Land Reforms Department, Government of Jharkhand",70,NO MINISTRY,STATE,10,0,0,0,0,2026-08-19 21:27:42.004293
449,Cooperative,88,NO MINISTRY,STATE,120,0,0,0,0,2026-08-19 21:27:46.416153
31,"Department of Agriculture, Cooperation and Farmers Welfare",23,Ministry of Agriculture and Farmers Welfare,CENTRAL,449,3,1,0,0,2026-08-19 21:27:46.330919
1220,FINANCE,171,FINANCE,STATE,76,0,0,0,0,2026-08-19 21:27:46.414938
281,Social Justice and disabled Person Welfare Department,74,NO MINISTRY,STATE,8,0,0,0,0,2026-08-19 21:27:46.240214
386,DEPARTMENT OF FINANCE,89,NO MINISTRY,STATE,120,0,0,0,0,2026-08-19 21:27:46.393973
1428,Ayush,88,NO MINISTRY,STATE,138,0,0,0,0,2026-08-19 21:27:45.823333
587,Home Department,71,NO MINISTRY,STATE,28,0,0,0,0,2026-08-19 21:27:46.286651
44,Department of Consumer Affairs,21,"Ministry of Consumer Affairs, Food and Public Distribution",CENTRAL,241,0,0,0,0,2026-08-19 21:27:46.393973
34,Department of Jammu and Kashmir Affairs,5,Ministry of Home Affairs,CENTRAL,87,0,0,0,0,2026-08-19 21:27:46.395244
486,Panchayati Raj,88,NO MINISTRY,STATE,282,0,0,0,0,2026-08-19 21:27:46.300669
991,Law and Legislative Department,131,No Ministry,STATE,16,0,0,0,0,2026-08-19 21:27:42.543029
1037,Labour Directorate,87,NO MINISTRY,STATE,9,0,0,0,0,2026-08-19 21:27:40.220450
569,Welfare of Plain Tribes and Backward Classes Department,58,NO MINISTRY,STATE,15,0,0,0,0,2026-08-19 21:27:46.240214
1429,Technical Education,88,NO MINISTRY,STATE,155,0,0,0,0,2026-08-19 21:27:46.184984
260,Commercial Taxes Department,74,NO MINISTRY,STATE,452,0,0,0,0,2026-08-19 21:27:46.416153
38,Department of Defence,28,Ministry of Defence,CENTRAL,403,0,0,0,0,2026-08-19 21:27:46.395903
208,LAW AND JUDICIAL,57,NO MINISTRY,STATE,234,0,0,0,0,2026-08-19 21:27:46.416153
256,General Administration Department,74,NO MINISTRY,STATE,24,0,0,0,0,2026-08-19 21:27:46.143926
611,Fisheries & Animal Resources Development (F&ARD),80,NO MINISTRY,STATE,31,0,0,0,0,2026-08-19 21:27:45.940846
348,B.C. Welfare Department,56,NO MINISTRY,STATE,5,0,0,0,0,2026-08-19 21:27:38.609843
177,Law and Legislative Affairs Department,76,NO MINISTRY,STATE,37,0,0,0,0,2026-08-19 21:27:41.949870
1636,Fire and Emergency Services Department,67,NO MINISTRY,STATE,6,0,0,0,0,2026-08-19 21:27:34.254247
535,Environments and Forest Department,58,NO MINISTRY,STATE,11,0,0,0,0,2026-08-19 21:27:40.825640
654,Finance,69,NO MINISTRY,UNION_TERRITORY,227,0,0,0,0,2026-08-19 21:27:46.329324
1469,Minorities Department,166,Govt of Maharashtra,STATE,9,0,0,0,0,2026-08-19 21:27:38.907471
541,Home Department,58,NO MINISTRY,STATE,45,0,0,0,0,2026-08-19 21:27:42.190853
937,Department of School Education,82,NO MINISTRY,STATE,40,0,0,0,0,2026-08-19 21:27:42.978573
15,Department of Heavy Industry,14,Ministry of Heavy Industries and Public Enterprises,CENTRAL,89,0,0,0,0,2026-08-19 21:27:46.300669
1073,DEPARTMENT OF COMMERCIAL TAX,61,State Government,STATE,136,0,0,0,0,2026-08-19 21:27:46.271171
484,Minority Welfare,88,NO MINISTRY,STATE,84,0,0,0,0,2026-08-19 21:27:46.395244
487,Parliamentary Affairs,88,NO MINISTRY,STATE,50,0,0,0,0,2026-08-19 21:27:45.675652
217,"Public Department, Government of Tamil Nadu",85,NO MINISTRY,STATE,32,0,0,0,0,2026-08-19 21:27:46.392662
697,"Commercial Taxes Department, Government of Jharkhand",70,NO MINISTRY,STATE,365,0,0,0,0,2026-08-19 21:27:46.240214
371,"Backward Classes(BC), Most Backward Classes(MBC) and Minorities Welfare Department, Government of Tamil Nadu",85,NO MINISTRY,STATE,70,0,0,0,0,2026-08-19 21:27:46.202273
618,Industries and Commerce Department,69,NO MINISTRY,UNION_TERRITORY,96,0,0,0,0,2026-08-19 21:27:46.414938
652,PHE(I&FC),69,NO MINISTRY,UNION_TERRITORY,121,0,0,0,0,2026-08-19 21:27:46.301673
1142,Social Justice Empowerment Department,83,NO MINISTRY,STATE,104,0,0,0,0,2026-08-19 21:27:46.395903
1133,Public Health Engineering Department(PHED),83,NO MINISTRY,STATE,51,0,0,0,0,2026-08-19 21:27:46.241210
1462,"Agriculture, Animal Husbandry, Dairy Development and Fisheries Department",166,Govt of Maharashtra,STATE,331,0,0,0,0,2026-08-19 21:27:46.395244
921,Directorate of Panchayats,87,NO MINISTRY,STATE,9,0,0,0,0,2026-08-19 21:27:41.949870
500,Secondary Education,88,NO MINISTRY,STATE,146,0,0,0,0,2026-08-19 21:27:46.328661
248,"Adi Dravidar and Tribal Welfare Department, Government of Tamil Nadu",85,NO MINISTRY,STATE,40,0,0,0,0,2026-08-19 21:27:46.064839
1053,DEPARTMENT OF REVENUE AND DISASTER MANAGEMENT,61,State Government,STATE,44,0,0,0,0,2026-08-19 21:27:46.328661
1516,"Department of Water Resources, River Development and Ganga Rejuvenation",199,Ministry of Jal Shaktri,CENTRAL,222,0,0,0,0,2026-08-19 21:27:46.272169
1130,Parliamentary Affairs Department,83,NO MINISTRY,STATE,71,0,0,0,0,2026-08-19 21:27:46.416797
1425,Basic Education,88,NO MINISTRY,STATE,37,0,0,0,0,2026-08-19 21:27:46.130515
54,Department of Empowerment of Persons with Disabilities,25,Ministry of Social Justice and Empowerment,CENTRAL,127,0,0,0,0,2026-08-19 21:27:46.301673
1209,DEPARTMENT OF ANIMAL HUSBANDRY,61,State Government,STATE,11,0,0,0,0,2026-08-19 21:27:41.182045
441,Agriculture,88,NO MINISTRY,STATE,107,0,0,0,0,2026-08-19 21:27:46.415575
495,Revenue,88,NO MINISTRY,STATE,567,0,0,0,0,2026-08-19 21:27:46.333401
163,Rural Development and Panchayati Raj,76,NO MINISTRY,STATE,5,0,0,0,0,2026-08-19 21:27:45.562115
850,Transport Department,64,NO MINISTRY,UNION_TERRITORY,38,0,0,0,0,2026-08-19 21:27:46.240214
1100,Medical Education Department,83,NO MINISTRY,STATE,72,0,0,0,0,2026-08-19 21:27:46.064839
188,Finance Department,76,NO MINISTRY,STATE,18,0,0,0,0,2026-08-19 21:27:46.156864
228,"Agriculture, Farmer Welfare and Co-operation Department",66,NO MINISTRY,STATE,13,0,0,0,0,2026-08-19 21:27:41.752324
927,"Revenue Department, Government of Goa",65,NO MINISTRY,STATE,34,0,0,0,0,2026-08-19 21:27:41.538548
461,Finance,88,NO MINISTRY,STATE,68,0,0,0,0,2026-08-19 21:27:46.116228
1085,"Transport Department, Government of Goa",65,NO MINISTRY,STATE,10,0,0,0,0,2026-08-19 21:27:46.156864
1061,"Environment and Forests Department, Tamil Nadu",85,NO MINISTRY,STATE,88,0,0,0,0,2026-08-19 21:27:46.329324
1196,Department of Revenue,63,NO MINISTRY,UNION_TERRITORY,7,0,0,0,0,2026-08-19 21:27:41.903915
72,Department of Health Research,12,Ministry of Health and Family Welfare,CENTRAL,67,0,0,0,0,2026-08-19 21:27:46.394585
268,Energy Department,74,NO MINISTRY,STATE,88,0,0,0,0,2026-08-19 21:27:46.222819
451,Culture,88,NO MINISTRY,STATE,132,0,0,0,0,2026-08-19 21:27:46.129619
939,Department of Water Resources,82,NO MINISTRY,STATE,30,0,0,0,0,2026-08-19 21:27:40.389882
58,Department of Telecommunications,37,Ministry of Communications,CENTRAL,181,0,0,0,0,2026-08-19 21:27:46.066116
458,Estate,88,NO MINISTRY,STATE,19,0,0,0,0,2026-08-19 21:27:46.332164
1253,Health & Family Welfare,72,NO MINISTRY,STATE,4,0,0,0,0,2026-08-19 21:27:21.678141
638,Home,69,NO MINISTRY,UNION_TERRITORY,166,0,0,0,0,2026-08-19 21:27:46.329985
1478,Water Resources Department,166,Govt of Maharashtra,STATE,336,0,0,0,0,2026-08-19 21:27:46.327997
475,Irrigation & Water Resources,88,NO MINISTRY,STATE,100,0,0,0,0,2026-08-19 21:27:45.563926
561,Revenue Department,58,NO MINISTRY,STATE,83,0,0,0,0,2026-08-19 21:27:46.242210
1467,Marathi Languages Department,166,Govt of Maharashtra,STATE,37,0,0,0,0,2026-08-19 21:27:42.247544
452,Dairy Development,88,NO MINISTRY,STATE,16,0,0,0,0,2026-08-19 21:27:45.939847
247,"Home Department, Government of Tamil Nadu",85,NO MINISTRY,STATE,22,0,0,0,0,2026-08-19 21:27:46.272169
1018,DEPARTMENT OF PARLIAMENTARY AFFAIRS,61,State Government,STATE,25,0,0,0,0,2026-08-19 21:27:46.271171
1385,"Department of Personnel, Government of Goa",65,NO MINISTRY,STATE,4,0,0,0,0,2026-08-19 21:27:41.599783
1084,DEPARTMENT OF TRANSPORT,61,State Government,STATE,51,0,0,0,0,2026-08-19 21:27:46.257461
1361,Department of Revenue,91,Andaman and Nicobar Administration,UNION_TERRITORY,12,0,0,0,0,2026-08-19 21:27:34.645232
760,Food Supplies & Consumer Welfare,80,NO MINISTRY,STATE,35,0,0,0,0,2026-08-19 21:27:46.143926
648,Floriculture,69,NO MINISTRY,UNION_TERRITORY,12,0,0,0,0,2026-08-19 21:27:42.617294
909,Directorate of Social Welfare & Social Education,87,NO MINISTRY,STATE,13,0,0,0,0,2026-08-19 21:27:46.271171
474,Infrastructure & Industrial Development,88,NO MINISTRY,STATE,111,0,0,0,0,2026-08-19 21:27:46.301673
514,Vigilance,88,NO MINISTRY,STATE,23,0,0,0,0,2026-08-19 21:27:37.696642
570,Guwahati Development Department,58,NO MINISTRY,STATE,39,0,0,0,0,2026-08-19 21:27:45.821727
800,Home,117,Home,STATE,33,0,0,0,0,2026-08-19 21:27:46.103291
1257,Industries and Commerce,72,NO MINISTRY,STATE,13,0,0,0,0,2026-08-19 21:27:39.518656
276,Law and Legislative Affairs Department,74,NO MINISTRY,STATE,14,0,0,0,0,2026-08-19 21:27:42.861211
837,LAW DEPARTMENT,81,NO MINISTRY,UNION_TERRITORY,87,0,0,0,0,2026-08-19 21:27:46.415575
359,Water Resources Department,56,NO MINISTRY,STATE,5,0,0,0,0,2026-08-19 21:27:31.879079
257,Jail Department,74,NO MINISTRY,STATE,14,0,0,0,0,2026-08-19 21:27:41.280922
35,Department of Social Justice and Empowerment,25,Ministry of Social Justice and Empowerment,CENTRAL,140,0,0,0,0,2026-08-19 21:27:46.393973
545,Judicial Department,58,NO MINISTRY,STATE,45,0,0,0,0,2026-08-19 21:27:46.286651
245,"Revenue and Disaster Management Department, Government of Tamil Nadu",85,NO MINISTRY,STATE,36,0,0,0,0,2026-08-19 21:27:42.921174
1020,Chandigarh Transport Undertaking,60,NO MINISTRY,UNION_TERRITORY,8,0,0,0,0,2026-08-19 21:27:39.394085
1108,Elementary Education Department,83,NO MINISTRY,STATE,41,0,0,0,0,2026-08-19 21:27:46.286651
634,Animal and Sheep Husbandary,69,NO MINISTRY,UNION_TERRITORY,43,0,0,0,0,2026-08-19 21:27:45.624295
270,Co- operation Department,74,NO MINISTRY,STATE,16,0,0,0,0,2026-08-19 21:27:38.781813
1017,"DEPARTMENT OF FOOD, CIVIL SUPPLIES AND CONSUMER PROTECTION",61,State Government,STATE,28,0,0,0,0,2026-08-19 21:27:46.130515
902,CABINET SECRETARIAT DEPARTMENT,59,NO MINISTRY,STATE,5,0,0,0,0,2026-08-19 21:27:35.515864
903,CO-OPERATIVE DEPARTMENT,59,NO MINISTRY,STATE,11,0,0,0,0,2026-08-19 21:27:46.332164
1362,Department of Social Welfare,91,Andaman and Nicobar Administration,UNION_TERRITORY,73,0,0,0,0,2026-08-19 21:27:46.300669
1473,School Education and Sports Department,166,Govt of Maharashtra,STATE,176,0,0,0,0,2026-08-19 21:27:46.301673
743,Agriculture and Cooperation,86,NO MINISTRY,STATE,112,0,0,0,0,2026-08-19 21:27:46.286651
1181,Water Supply and Sanitation Department,166,Govt of Maharashtra,STATE,94,0,0,0,0,2026-08-19 21:27:46.171275
1124,Law and Legal Affairs Department,83,NO MINISTRY,STATE,193,0,0,0,0,2026-08-19 21:27:46.414938
691,"Commercial Taxes and Registration Department, Government of Tamil Nadu",85,NO MINISTRY,STATE,57,0,0,0,0,2026-08-19 21:27:46.117232
1101,Minority Affairs Department,83,NO MINISTRY,STATE,35,0,0,0,0,2026-08-19 21:27:42.661053
1185,DEPARTMENT OF HOME,61,State Government,STATE,44,0,0,0,0,2026-08-19 21:27:46.415575
283,"Food,Civil Supplies and Consumer Protection Department",74,NO MINISTRY,STATE,25,0,0,0,0,2026-08-19 21:27:46.045690
346,Finance Department,56,NO MINISTRY,STATE,1,0,0,0,0,2026-08-19 21:27:19.719086
391,DEPARTMENT OF ENERGY,89,NO MINISTRY,STATE,25,0,0,0,0,2026-08-19 21:27:41.398563
506,Sports,88,NO MINISTRY,STATE,37,0,0,0,0,2026-08-19 21:27:46.143926
469,Home,88,NO MINISTRY,STATE,208,0,0,0,0,2026-08-19 21:27:46.301673
1162,Social Welfare,60,NO MINISTRY,UNION_TERRITORY,49,0,0,0,0,2026-08-19 21:27:46.240214
1166,DEPARTMENT OF FINANCE,61,State Government,STATE,54,0,0,0,0,2026-08-19 21:27:46.021068
1115,Forest department,83,NO MINISTRY,STATE,19,0,0,0,0,2026-08-19 21:27:42.860213
950,Department of Tourism and Cultural Affairs,82,NO MINISTRY,STATE,40,0,0,0,0,2026-08-19 21:27:46.156864
1280,Tourism,80,NO MINISTRY,STATE,20,0,0,0,0,2026-08-19 21:27:46.129619
901,Estate Office,60,NO MINISTRY,UNION_TERRITORY,125,0,0,0,0,2026-08-19 21:27:46.415575
1472,Public Works Department,166,Govt of Maharashtra,STATE,110,0,0,0,0,2026-08-19 21:27:46.271171
1045,DEPARTMENT OF MINERAL RESOURCES,61,State Government,STATE,30,0,0,0,0,2026-08-19 21:27:46.327997
1144,Technical Education Department,83,NO MINISTRY,STATE,170,0,0,0,0,2026-08-19 21:27:46.329324
531,Excise Department,58,NO MINISTRY,STATE,13,0,0,0,0,2026-08-19 21:27:38.361969
407,Horticulture Department,71,NO MINISTRY,STATE,3,0,0,0,0,2026-08-19 21:27:22.563716
293,Aviation Department,74,NO MINISTRY,STATE,4,0,0,0,0,2026-08-19 21:27:40.825640
1438,Vocational Education & Skill Development,88,NO MINISTRY,STATE,7,0,0,0,0,2026-08-19 21:27:46.043702
453,Dharmarth,88,NO MINISTRY,STATE,66,0,0,0,0,2026-08-19 21:27:46.271171
1026,DEPARTMENT OF TECHNICAL EDUCATION,61,State Government,STATE,4,0,0,0,0,2026-08-19 21:27:38.466277
1117,Gopalan Department,83,NO MINISTRY,STATE,38,0,0,0,0,2026-08-19 21:27:42.057725
1500,Department of Science and Technology,91,Andaman and Nicobar Administration,UNION_TERRITORY,8,0,0,0,0,2026-08-19 21:27:38.494006
918,Directorate of Urban Development,87,NO MINISTRY,STATE,12,0,0,0,0,2026-08-19 21:27:42.976481
1048,DEPARTMENT OF URBAN ADMINISTRATION,61,State Government,STATE,68,0,0,0,0,2026-08-19 21:27:45.996033
1064,DEPARTMENT OF HIGHER EDUCATION,61,State Government,STATE,31,0,0,0,0,2026-08-19 21:27:45.622510
303,Public Service Management Department,74,NO MINISTRY,STATE,48,0,0,0,0,2026-08-19 21:27:46.171275
55,Department of Chemicals and Petro-Chemicals,35,Ministry of Chemicals and Fertilizers,CENTRAL,71,0,0,0,0,2026-08-19 21:27:46.257461
627,School Education Department,69,NO MINISTRY,UNION_TERRITORY,60,0,0,0,0,2026-08-19 21:27:45.479622
43,Department of Land Resources,18,Ministry of Rural Development,CENTRAL,368,0,0,0,0,2026-08-19 21:27:46.271171
624,"Disaster Management, Relief and Rehabilitation",69,NO MINISTRY,UNION_TERRITORY,11,0,0,0,0,2026-08-19 21:27:46.102722
274,Public Works Department,74,NO MINISTRY,STATE,1,0,0,0,0,2026-08-19 21:27:19.745581
772,"Department for Women, Children, Disabled and Senior Citizens",86,NO MINISTRY,STATE,25,0,0,0,0,2026-08-19 21:27:46.329985
607,Revenue,69,NO MINISTRY,UNION_TERRITORY,325,0,0,0,0,2026-08-19 21:27:46.330919
496,Rural Development,88,NO MINISTRY,STATE,67,0,0,0,0,2026-08-19 21:27:45.880607
1028,"Co-operative Department, Government of Goa",65,NO MINISTRY,STATE,5,0,0,0,0,2026-08-19 21:27:42.860213
970,Department of Governance Reforms,82,NO MINISTRY,STATE,5,0,0,0,0,2026-08-19 21:27:37.298267
1452,"Director Health & Family Welfare-cum-Mission, National Health Mission",60,NO MINISTRY,UNION_TERRITORY,14,0,0,0,0,2026-08-19 21:27:37.627572
1065,DEPARTMENT OF FOREST AND CLIMATE CHANGE,61,State Government,STATE,31,0,0,0,0,2026-08-19 21:27:46.329324
1295,DEPARTMENT OF SCHOOL EDUCATION,61,State Government,STATE,31,0,0,0,0,2026-08-19 21:27:46.257461
463,Food & Civil Supplies,88,NO MINISTRY,STATE,37,0,0,0,0,2026-08-19 21:27:45.479622
834,GENERAL ADMINISTRATIVE DEPARTMENT,59,NO MINISTRY,STATE,10,0,0,0,0,2026-08-19 21:27:41.902477
985,Department of Social Security,82,NO MINISTRY,STATE,7,0,0,0,0,2026-08-19 21:27:41.124931
325,Energy and Petro-chemicals Department,66,NO MINISTRY,STATE,5,0,0,0,0,2026-08-19 21:27:46.256462
252,FINANCE DEPARTMENT,59,NO MINISTRY,STATE,25,0,0,0,0,2026-08-19 21:27:41.598785
726,"Municipal Administration and Water Supply Department, Government of Tamil Nadu",85,NO MINISTRY,STATE,34,0,0,0,0,2026-08-19 21:27:45.976667
1198,DEPARTMENT OF HEALTH AND FAMILY WELFARE,61,State Government,STATE,35,0,0,0,0,2026-08-19 21:27:46.240214
755,Industries and Commerce,86,NO MINISTRY,STATE,96,0,0,0,0,2026-08-19 21:27:45.879338
443,Animal Husbandary,88,NO MINISTRY,STATE,94,0,0,0,0,2026-08-19 21:27:46.256462
1031,Director of Industries,60,NO MINISTRY,UNION_TERRITORY,7,0,0,0,0,2026-08-19 21:27:37.754801
1453,Government Medical College & Hospital Chandigarh-32,60,NO MINISTRY,UNION_TERRITORY,18,0,0,0,0,2026-08-19 21:27:46.186487
1126,Medical and Health Department,83,NO MINISTRY,STATE,70,0,0,0,0,2026-08-19 21:27:46.415575
649,Social Welfare,69,NO MINISTRY,UNION_TERRITORY,115,0,0,0,0,2026-08-19 21:27:46.330919
1094,Cooperative Department,83,NO MINISTRY,STATE,124,0,0,0,0,2026-08-19 21:27:46.287274
468,Higher Education,88,NO MINISTRY,STATE,276,0,0,0,0,2026-08-19 21:27:46.415575
1195,Department of Law & Justice,63,NO MINISTRY,UNION_TERRITORY,10,0,0,0,0,2026-08-19 21:27:35.818819
412,Department of Personnel & Administrative Reforms,71,NO MINISTRY,STATE,130,0,0,0,0,2026-08-19 21:27:46.130515
1149,Water Resources Department,83,NO MINISTRY,STATE,123,0,0,0,0,2026-08-19 21:27:46.416797
1517,Revenue Department,87,NO MINISTRY,STATE,15,0,0,0,0,2026-08-19 21:27:37.627572
301,Ayush Department,74,NO MINISTRY,STATE,2,0,0,0,0,2026-08-19 21:27:46.064839
1283,Directorate of Land Records & Settlement,87,NO MINISTRY,STATE,7,0,0,0,0,2026-08-19 21:27:38.375879
763,Municipal Administration and Urban Development,86,NO MINISTRY,STATE,56,0,0,0,0,2026-08-19 21:27:46.287274
1063,Labour Department,60,NO MINISTRY,UNION_TERRITORY,42,0,0,0,0,2026-08-19 21:27:46.185981
92,Department of Sports,34,Ministry of Youth Affairs and Sports,CENTRAL,69,0,0,0,0,2026-08-19 21:27:46.392662
876,"Fire Department, Daman",63,NO MINISTRY,UNION_TERRITORY,2,0,0,0,0,2026-08-19 21:27:19.977170
1171,DEPARTMENT OF SUPPLY AND CONSUMER AFFAIRS,89,NO MINISTRY,STATE,6,0,0,0,0,2026-08-19 21:27:35.666685
1030,Registrar Cooperative Societies,60,NO MINISTRY,UNION_TERRITORY,7,0,0,0,0,2026-08-19 21:27:38.781813
152,Industries and Mines Department,66,NO MINISTRY,STATE,11,0,0,0,0,2026-08-19 21:27:42.802949
1360,"Department of RD, PRIs and ULBs",91,Andaman and Nicobar Administration,UNION_TERRITORY,36,0,0,0,0,2026-08-19 21:27:46.184984
338,REVENUE DEPARTMENT,56,NO MINISTRY,STATE,31,0,0,0,0,2026-08-19 21:27:42.474325
1499,Women and Child Development Department,166,Govt of Maharashtra,STATE,82,0,0,0,0,2026-08-19 21:27:46.414938
1395,Department of Fisheries,23,Ministry of Agriculture and Farmers Welfare,CENTRAL,48,0,0,0,0,2026-08-19 21:27:46.257461
534,Water Resources Department,58,NO MINISTRY,STATE,5,0,0,0,0,2026-08-19 21:27:37.401600
409,Commerce & Industries Department,71,NO MINISTRY,STATE,17,0,0,0,0,2026-08-19 21:27:46.171275
1655,Art and Culture,60,NO MINISTRY,UNION_TERRITORY,1,0,0,0,0,2026-08-19 21:27:19.829992
244,"School Education Department, Government of Tamil Nadu",85,NO MINISTRY,STATE,71,0,0,0,0,2026-08-19 21:27:46.171275
1102,Department of Personnel,83,NO MINISTRY,STATE,57,0,0,0,0,2026-08-19 21:27:46.201214
1497,LABOUR RESOURCES DEPARTMENT,59,NO MINISTRY,STATE,52,0,0,0,0,2026-08-19 21:27:42.861211
632,Health and Medical Education Department,69,NO MINISTRY,UNION_TERRITORY,38,0,0,0,0,2026-08-19 21:27:46.241210
307,"Micro, Small and Medium Enterprises Department",74,NO MINISTRY,STATE,3,0,0,0,0,2026-08-19 21:27:40.539322
1258,Labour and Skills,72,NO MINISTRY,STATE,19,0,0,0,0,2026-08-19 21:27:42.715527
1145,Tourism Department,83,NO MINISTRY,STATE,9,0,0,0,0,2026-08-19 21:27:42.715527
859,Department of Personnel and Administrative Reforms,63,NO MINISTRY,UNION_TERRITORY,8,0,0,0,0,2026-08-19 21:27:45.939847
1221,HOME,172,HOME,STATE,11,0,0,0,0,2026-08-19 21:27:35.866597
444,Personnel department,88,NO MINISTRY,STATE,58,0,0,0,0,2026-08-19 21:27:46.331562
759,"Labour Employment, Training and Factories",86,NO MINISTRY,STATE,7,3,1,0,0,2026-08-19 21:27:42.860213
284,Culture Department,74,NO MINISTRY,STATE,85,0,0,0,0,2026-08-19 21:27:46.395244
319,Labour and Employment Department,66,NO MINISTRY,STATE,5,0,0,0,0,2026-08-19 21:27:41.225202
861,Weight & Measurement and Legal Metrology,63,NO MINISTRY,UNION_TERRITORY,3,0,0,0,0,2026-08-19 21:27:37.654621
1095,Energy Department,83,NO MINISTRY,STATE,68,0,0,0,0,2026-08-19 21:27:46.018426
622,Culture,69,NO MINISTRY,UNION_TERRITORY,59,0,0,0,0,2026-08-19 21:27:45.799648
277,Panchayat and Rural Development Department,74,NO MINISTRY,STATE,62,0,0,0,0,2026-08-19 21:27:42.738001
979,Department of New and Renewable Energy Sources,82,NO MINISTRY,STATE,9,0,0,0,0,2026-08-19 21:27:42.116584
552,Personnel Department,58,NO MINISTRY,STATE,12,0,0,0,0,2026-08-19 21:27:46.065483
1121,Industries,83,NO MINISTRY,STATE,154,0,0,0,0,2026-08-19 21:27:46.170273
402,Urban Development Department,71,NO MINISTRY,STATE,66,0,0,0,0,2026-08-19 21:27:46.241210
1248,Fisheries,72,NO MINISTRY,STATE,5,0,0,0,0,2026-08-19 21:27:36.911402
505,Social Welfare,88,NO MINISTRY,STATE,38,0,0,0,0,2026-08-19 21:27:45.676308
